Strategy_FutScen_nr,District,Zone,Region,Strata,Strata_withoutUrban,Strategy,FutScen_label
45,Njombe Urban,Southern Highlands,Njombe,very low,very low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Mbulu TC,Central,Manyara,very low,very low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Manyoni,Central,Singida,low,low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Meru,Northern,Arusha,very low,very low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Pangani,Northern,Tanga,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Hai,Northern,Kilimanjaro,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mbarali,Southwest Highlands,Mbeya,low,low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Monduli,Northern,Arusha,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Handeni,Northern,Tanga,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Same,Northern,Kilimanjaro,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Momba,Southwest Highlands,Songwe,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Monduli,Northern,Arusha,very low,very low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Mbozi,Southwest Highlands,Songwe,very low,very low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Rungwe,Southwest Highlands,Mbeya,low,low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Mwanga,Northern,Kilimanjaro,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Iramba,Central,Singida,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mbarali,Southwest Highlands,Mbeya,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Simanjiro,Central,Manyara,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Singida,Central,Singida,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mkalama,Central,Singida,low,low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Mkinga,Northern,Tanga,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Sumbawanga,Southwest Highlands,Rukwa,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mbulu,Central,Manyara,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Muheza,Northern,Tanga,high,high,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Karatu,Northern,Arusha,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Siha,Northern,Kilimanjaro,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Busokelo,Southwest Highlands,Mbeya,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Ileje,Southwest Highlands,Songwe,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Longido,Northern,Arusha,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Singida,Central,Singida,very low,very low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Hanang,Central,Manyara,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mpwapwa,Central,Dodoma,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Simanjiro,Central,Manyara,low,low,NMSPcurrent.withCM,increase in CM - ITN MRC
45,Kilolo,Southern Highlands,Iringa,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Rungwe,Southwest Highlands,Mbeya,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Makete,Southern Highlands,Njombe,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mufindi,Southern Highlands,Iringa,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Songwe,Southwest Highlands,Songwe,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Bahi,Central,Dodoma,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Njombe Urban,Southern Highlands,Njombe,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Mafinga Township Authority,Southern Highlands,Iringa,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Njombe,Southern Highlands,Njombe,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Muheza,Northern,Tanga,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
45,Ngorongoro,Northern,Arusha,very low,very low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN MRC
55,Lindi Urban,Southern,Lindi,urban,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Nyamagana,Lake,Mwanza,urban,low,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Tabora Urban,Western,Tabora,urban,high,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Bukoba Urban,Lake,Kagera,urban,low,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Mpanda Urban,Southwest Highlands,Katavi,urban,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Lindi Urban,Southern,Lindi,urban,high,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Mtwara Urban,Southern,Mtwara,urban,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Musoma Urban,Lake,Mara,urban,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Tabora Urban,Western,Tabora,urban,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Kigoma Urban,Western,Kigoma,urban,high,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Morogoro Urban,Eastern,Morogoro,urban,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Morogoro Urban,Eastern,Morogoro,urban,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Ilemela,Lake,Mwanza,urban,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Bukoba Urban,Lake,Kagera,urban,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Musoma Urban,Lake,Mara,urban,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Mpanda Urban,Southwest Highlands,Katavi,urban,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Ilemela,Lake,Mwanza,urban,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Shinyanga Urban,Lake,Shinyanga,urban,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Kigoma Urban,Western,Kigoma,urban,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Mtwara Urban,Southern,Mtwara,urban,high,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-LARV
55,Nyamagana,Lake,Mwanza,urban,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
55,Shinyanga Urban,Lake,Shinyanga,urban,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-LARV
57,Nanyumbu,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kishapu,Lake,Shinyanga,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Igunga,Western,Tabora,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Chalinze,Eastern,Pwani,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Masasi Township Authority,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Sikonge,Western,Tabora,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Bariadi TC,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kibiti,Eastern,Pwani,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nanyamba TC,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Maswa,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Masasi Township Authority,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kahama TC,Lake,Shinyanga,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Ifakara,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kaliua,Western,Tabora,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mvomero,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kasulu Township Authority,Western,Kigoma,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kasulu,Western,Kigoma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Liwale,Southern,Lindi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Urambo,Western,Tabora,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Bagamoyo,Eastern,Pwani,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kigoma,Western,Kigoma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Tunduru,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Ushetu,Lake,Shinyanga,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Nsimbo,Southwest Highlands,Katavi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Tandahimba,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kilwa,Southern,Lindi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Buhigwe,Western,Kigoma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mlele,Southwest Highlands,Katavi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nanyumbu,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kilosa,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Bagamoyo,Eastern,Pwani,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Busega,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Bariadi TC,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mpanda,Southwest Highlands,Katavi,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Buhigwe,Western,Kigoma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Namtumbo,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nanyamba TC,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Lindi,Southern,Lindi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Newala DC,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Newala TC,Southern,Mtwara,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nzega TC,Western,Tabora,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kibiti,Eastern,Pwani,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mtwara DC,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mkuranga,Eastern,Pwani,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Rufiji,Eastern,Pwani,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Itilima,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kilombero,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kilosa,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Bariadi DC,Lake,Simiyu,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Nyasa,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Malinyi,Eastern,Morogoro,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Nachingwea,Southern,Lindi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mkuranga,Eastern,Pwani,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Maswa,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Newala DC,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kibaha Urban,Eastern,Pwani,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kibondo,Western,Kigoma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Igunga,Western,Tabora,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Shinyanga,Lake,Shinyanga,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Lindi,Southern,Lindi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Uvinza,Western,Kigoma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kilombero,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Uyui,Western,Tabora,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kilwa,Southern,Lindi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Namtumbo,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Songea DC,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Itilima,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Gairo,Eastern,Morogoro,low,low,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kahama TC,Lake,Shinyanga,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Bariadi DC,Lake,Simiyu,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kaliua,Western,Tabora,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Tandahimba,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kasulu,Western,Kigoma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Masasi,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kasulu Township Authority,Western,Kigoma,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kisarawe,Eastern,Pwani,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mpanda,Southwest Highlands,Katavi,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Tunduru,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mpimbwe,Southwest Highlands,Katavi,low,low,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Msalala,Lake,Shinyanga,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kigoma,Western,Kigoma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Urambo,Western,Tabora,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mafia,Eastern,Pwani,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Chalinze,Eastern,Pwani,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nsimbo,Southwest Highlands,Katavi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Meatu,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kakonko,Western,Kigoma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Morogoro,Eastern,Morogoro,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Sikonge,Western,Tabora,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nzega TC,Western,Tabora,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Masasi,Southern,Mtwara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Nzega,Western,Tabora,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Madaba,Southern Highlands,Ruvuma,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kibaha,Eastern,Pwani,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Rufiji,Eastern,Pwani,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Newala TC,Southern,Mtwara,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Ifakara,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Ruangwa,Southern,Lindi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Ulanga,Eastern,Morogoro,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Nachingwea,Southern,Lindi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kibaha Urban,Eastern,Pwani,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Nyasa,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Nzega,Western,Tabora,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Msalala,Lake,Shinyanga,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Busega,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kakonko,Western,Kigoma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mafia,Eastern,Pwani,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kishapu,Lake,Shinyanga,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Uyui,Western,Tabora,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Gairo,Eastern,Morogoro,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Songea DC,Southern Highlands,Ruvuma,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Malinyi,Eastern,Morogoro,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Shinyanga,Lake,Shinyanga,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Mvomero,Eastern,Morogoro,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Madaba,Southern Highlands,Ruvuma,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Liwale,Southern,Lindi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mpimbwe,Southwest Highlands,Katavi,low,low,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Meatu,Lake,Simiyu,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Kibondo,Western,Kigoma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Uvinza,Western,Kigoma,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Ruangwa,Southern,Lindi,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kisarawe,Eastern,Pwani,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Ushetu,Lake,Shinyanga,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mtwara DC,Southern,Mtwara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Mlele,Southwest Highlands,Katavi,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous
57,Morogoro,Eastern,Morogoro,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Ulanga,Eastern,Morogoro,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
57,Kibaha,Eastern,Pwani,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous
60,Sengerema DC,Lake,Mwanza,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Kyerwa,Lake,Kagera,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Bukoba,Lake,Kagera,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Misungwi,Lake,Mwanza,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-IRS
60,Musoma,Lake,Mara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Mbogwe,Lake,Geita,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Missenyi,Lake,Kagera,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-IRS
60,Chato,Lake,Geita,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Geita Town,Lake,Geita,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Bunda DC,Lake,Mara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Bunda DC,Lake,Mara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-IRS
60,Bunda TC,Lake,Mara,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Serengeti,Lake,Mara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Butiama,Lake,Mara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Biharamulo,Lake,Kagera,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-IRS
60,Tarime,Lake,Mara,high,high,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-IRS
60,Tarime TC,Lake,Mara,moderate,moderate,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Biharamulo,Lake,Kagera,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Geita,Lake,Geita,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Tarime,Lake,Mara,high,high,NMSPcurrent.withCM,increase in CM - ITN continuous-IRS
60,Kwimba,Lake,Mwanza,moderate,moderate,NMSPcurrent.withCM_noITNinLow,increase in CM - ITN continuous-IRS
