NMSPcurrent,District,Zone,Region,Strata,Strata_withoutUrban,NMSPcurrent.withCM,NMSPcurrent.withCM_noITNinLow,NMSPcurrent_label,NMSPcurrent.withCM_label,NMSPcurrent.withCM_noITNinLow_label,revNMSP3a_adj,revNMSP3b_adj_withIPTsc,revNMSP4a_adj_CMall,revNMSP4b_adj_CMall_withIPTsc,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,revNMSP7a_adj_VConly,revNMSP7b_adj_VConly_withIPTsc,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,revNMSP3a_adj_label,revNMSP3b_adj_withIPTsc_label,revNMSP4a_adj_CMall_label,revNMSP4b_adj_CMall_withIPTsc_label,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly_label,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow_label,revNMSP7a_adj_VConly_label,revNMSP7b_adj_VConly_withIPTsc_label,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly_label,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow_label,revNMSP8a_new_IPTscHighOnly_SMCmoderat_noLSM_label,revNMSP8b_new_IPTscHighOnly_SMCmoderat_noLSM_withMDAinvlow_label,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM_label
27,Tunduru,Southern Highlands,Ruvuma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
27,Nzega TC,Western,Tabora,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Morogoro,Eastern,Morogoro,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Newala DC,Southern,Mtwara,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Ruangwa,Southern,Lindi,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Shinyanga,Lake,Shinyanga,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Msalala,Lake,Shinyanga,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Sikonge,Western,Tabora,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
27,Songea DC,Southern Highlands,Ruvuma,high,high,57,57,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,83,83,91,91,91,91,83,83,83,83,73,73,65,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,ITN MRC continuous,increase in CM - ITN continuous-IPTsc,increase in CM - ITN continuous-IPTsc,ITN continuous-IPTsc
30,Tarime TC,Lake,Mara,moderate,moderate,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
30,Bunda TC,Lake,Mara,moderate,moderate,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
30,Biharamulo,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Kyerwa,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Magu,Lake,Mwanza,moderate,moderate,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
30,Bukoba,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Misungwi,Lake,Mwanza,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Chato,Lake,Geita,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Kwimba,Lake,Mwanza,moderate,moderate,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
30,Rorya,Lake,Mara,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Karagwe,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Buchosa DC,Lake,Mwanza,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Musoma,Lake,Mara,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Tarime,Lake,Mara,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Mbogwe,Lake,Geita,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Geita,Lake,Geita,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Missenyi,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Bunda DC,Lake,Mara,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Serengeti,Lake,Mara,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Ukerewe,Lake,Mwanza,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Muleba,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Butiama,Lake,Mara,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Sengerema DC,Lake,Mwanza,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Ngara,Lake,Kagera,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Bukombe,Lake,Geita,moderate,moderate,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
30,Nyang'wale,Lake,Geita,high,high,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,84,68,92,76,76,76,84,68,68,68,74,74,66,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,increase in CM - ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,ITN MRC continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,increase in CM - ITN continuous-IRS-IPTsc,ITN continuous-IRS-IPTsc
30,Geita Town,Lake,Geita,moderate,moderate,60,60,ITN continuous-IRS,increase in CM - ITN continuous-IRS,increase in CM - ITN continuous-IRS,27,27,57,57,57,57,27,27,27,27,91,91,83,ITN continuous,ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,increase in CM - ITN continuous,ITN continuous,ITN continuous,ITN continuous,ITN continuous,increase in CM - ITN MRC continuous,increase in CM - ITN MRC continuous,ITN MRC continuous
